# BUSCO version is: 3.0.1 
# The lineage dataset is: metazoa_odb9 (Creation date: 2016-02-13, number of species: 65, number of BUSCOs: 978)
# To reproduce this run: python run_BUSCO.py -i platy.falcon.fa -o busco_platy_falcon_pacbio -l /g/arendt/kevin/Genome_Analysis/BUSCO/BUSCO_lineages/metazoa_odb9/ -m genome -c 1 --long -sp fly
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG091G0FJB	Complete	019687F	312	10435	379.3	257
EOG091G0FOR	Complete	000931F	155322	173610	122.3	170
EOG091G0FPM	Complete	000318F	334735	370516	281.7	272
EOG091G0FPV	Complete	000262F	626943	641483	239.4	187
EOG091G0FQ2	Fragmented	014961F	20447	22360	76.3	80
EOG091G0FS8	Complete	004436F	78440	90701	179.8	188
EOG091G0FSK	Complete	000044F	1612078	1624088	233.3	195
EOG091G0FTU	Fragmented	004099F	126560	128775	132.7	104
EOG091G0FWS	Complete	008310F	28802	44919	271.2	278
EOG091G0FXV	Complete	004842F	18576	44097	223.5	236
EOG091G0FYA	Complete	001767F	6806	24941	144.7	168
EOG091G0FYY	Complete	000235F	620171	645707	144.7	163
EOG091G0FZN	Complete	000375F	422569	438634	290.2	403
EOG091G0G1G	Missing
EOG091G0G3M	Duplicated	001537F	60677	137341	291.8	261
EOG091G0G3M	Duplicated	006679F	7986	74355	338.9	324
EOG091G0G46	Fragmented	000182F	273601	273894	62.2	60
EOG091G0G58	Complete	002336F	101857	118032	273.5	369
EOG091G0G6C	Complete	002679F	99362	102047	204.1	153
EOG091G0G6Z	Duplicated	000464F	387812	409509	190.1	207
EOG091G0G6Z	Duplicated	005606F	842	35827	175.1	134
EOG091G0G71	Complete	002841F	141278	167643	213.8	195
EOG091G0G88	Complete	000395F	172210	201812	209.0	187
EOG091G0G8R	Missing
EOG091G0G8S	Fragmented	000141F	676057	678423	62.4	106
EOG091G0GA7	Complete	001099F	12037	31570	175.2	142
EOG091G0GA8	Complete	000031F	1375059	1378417	160.1	189
EOG091G0GBB	Missing
EOG091G0GD0	Complete	000773F	153423	178117	90.4	171
EOG091G0GDF	Complete	006156F	51391	81988	295.3	331
EOG091G0GI9	Complete	001308F	10816	18599	99.6	107
EOG091G0GIC	Complete	018852F	1	9865	214.9	196
EOG091G0GKH	Complete	013610F	2281	13375	169.2	176
EOG091G0GKX	Complete	014470F	23753	34350	200.7	240
EOG091G0GMC	Complete	004480F	1252	10554	291.3	189
EOG091G0GN7	Fragmented	007305F	63719	65774	310.6	227
EOG091G0GOU	Complete	000179F	566409	595771	271.6	197
EOG091G0GQO	Complete	010571F	16966	24266	247.2	207
EOG091G0GUK	Duplicated	004497F	88027	113946	139.4	157
EOG091G0GUK	Duplicated	009450F	41898	63010	120.6	156
EOG091G0GVZ	Complete	001482F	183977	192799	401.6	233
EOG091G0GWF	Fragmented	011258F	35030	44924	205.5	148
EOG091G0GWO	Complete	000002F	1494683	1506473	265.5	214
EOG091G0GY1	Complete	000155F	683862	703972	276.9	261
EOG091G0GZ4	Complete	005952F	69547	85064	183.6	211
EOG091G0H07	Complete	003603F	65759	91365	142.4	199
EOG091G0H0S	Complete	000225F	439074	450340	246.4	233
EOG091G0H14	Complete	000450F	160845	194602	109.0	152
EOG091G0H3D	Complete	005191F	292	12589	247.2	267
EOG091G0H3U	Complete	001115F	75095	104408	374.0	407
EOG091G0H5Q	Complete	005651F	72385	91578	349.6	232
EOG091G0H62	Duplicated	000322F	329966	363750	241.0	198
EOG091G0H62	Duplicated	001047F	114071	127089	274.3	210
EOG091G0H64	Complete	002587F	16975	40275	135.6	261
EOG091G0H6A	Complete	000027F	2162863	2189720	231.3	151
EOG091G0H6J	Complete	000582F	78823	100667	336.0	273
EOG091G0H8F	Complete	013910F	8494	33145	403.0	262
EOG091G0HAI	Fragmented	000911F	208151	214916	256.5	148
EOG091G0HAT	Complete	003997F	84676	110549	223.5	127
EOG091G0HBC	Complete	003787F	44164	70550	179.5	176
EOG091G0HC5	Complete	001478F	97321	119047	260.8	217
EOG091G0HDF	Missing
EOG091G0HJH	Complete	000134F	1211	12473	262.7	222
EOG091G0HML	Complete	000756F	147396	168914	179.1	277
EOG091G0HMT	Complete	005126F	99379	105018	100.4	98
EOG091G0HOK	Complete	001881F	41416	74483	209.1	162
EOG091G0HP9	Complete	000816F	52226	56595	149.9	195
EOG091G0HQ3	Complete	000034F	1653113	1668269	156.3	198
EOG091G0HS4	Complete	001069F	1326	17879	118.0	183
EOG091G0HS8	Complete	000395F	196078	208338	176.3	203
EOG091G0HSB	Complete	010009F	19193	29607	252.1	191
EOG091G0HT4	Fragmented	002396F	48549	70194	184.4	226
EOG091G0HTU	Missing
EOG091G0HXI	Complete	000880F	203548	216430	376.0	286
EOG091G0HXJ	Complete	000033F	1574195	1579560	189.3	195
EOG091G0HYF	Fragmented	011169F	18246	23608	125.2	76
EOG091G0HZK	Duplicated	001785F	176841	204247	287.5	229
EOG091G0HZK	Duplicated	002422F	142943	173593	250.0	254
EOG091G0I1O	Complete	002469F	96253	113215	154.0	181
EOG091G0I2X	Complete	004172F	126478	135585	227.5	190
EOG091G0I2Z	Complete	002885F	15367	31671	212.0	219
EOG091G0I5H	Complete	006358F	54538	79009	119.2	230
EOG091G0I7M	Complete	005823F	80205	99585	195.7	262
EOG091G0I85	Complete	013643F	20104	36170	203.7	278
EOG091G0I8J	Complete	000292F	344191	351562	283.4	248
EOG091G0ID9	Complete	000426F	152982	161678	293.3	194
EOG091G0IDE	Complete	000103F	184126	203010	322.8	314
EOG091G0IDG	Complete	000804F	271687	275356	378.5	238
EOG091G0IDP	Duplicated	003409F	30947	71608	242.8	168
EOG091G0IDP	Duplicated	010945F	20418	46833	259.0	182
EOG091G0IDS	Complete	006928F	26729	54915	104.7	161
EOG091G0IF3	Complete	003514F	129483	146432	150.7	163
EOG091G0IGG	Complete	007531F	59927	70883	344.2	211
EOG091G0IHL	Complete	004211F	38412	58816	99.7	92
EOG091G0II3	Missing
EOG091G0ILG	Complete	007530F	57035	68561	234.3	154
EOG091G0ILS	Complete	000042F	179125	197639	272.2	235
EOG091G0IMB	Complete	000034F	567807	591304	144.4	152
EOG091G0IMD	Complete	010019F	451	13927	216.1	185
EOG091G0IMI	Complete	000056F	758736	798027	243.2	259
EOG091G0IQ7	Complete	002107F	154870	191518	292.0	186
EOG091G0IQD	Complete	000126F	637098	663987	140.3	157
EOG091G0IRO	Complete	000012F	1163343	1185836	191.0	169
EOG091G0IS6	Complete	007962F	38604	53298	360.7	329
EOG091G0ITS	Complete	000377F	244000	259384	374.1	253
EOG091G0IUT	Complete	000019F	468685	475075	94.5	118
EOG091G0IVB	Fragmented	000406F	272593	278598	74.0	100
EOG091G0IWR	Complete	016659F	554	21943	88.2	133
EOG091G0IX8	Complete	005923F	29957	53590	229.7	172
EOG091G0IXA	Complete	000195F	357341	373456	268.2	225
EOG091G0IXT	Complete	005826F	64643	71765	285.9	183
EOG091G0IXY	Duplicated	007955F	19564	37758	101.4	192
EOG091G0IXY	Duplicated	013752F	2753	21814	102.0	183
EOG091G0IYB	Complete	002096F	175316	192977	314.3	323
EOG091G0IZD	Complete	000103F	208666	212839	101.4	105
EOG091G0IZX	Complete	004967F	15582	25145	359.7	177
EOG091G0J09	Duplicated	008932F	47312	69304	235.8	194
EOG091G0J09	Duplicated	011224F	6150	33095	227.7	196
EOG091G0J14	Complete	000056F	1314754	1345229	223.3	152
EOG091G0J2W	Missing
EOG091G0J56	Complete	016308F	3762	19105	190.3	381
EOG091G0J61	Complete	000229F	636488	642498	147.1	116
EOG091G0J69	Duplicated	007299F	57254	78327	286.7	239
EOG091G0J69	Duplicated	009967F	21078	44433	246.4	248
EOG091G0J7A	Complete	000292F	506343	542997	244.6	280
EOG091G0J98	Complete	000043F	1504005	1541558	216.0	260
EOG091G0JBM	Complete	000406F	193484	199154	194.4	164
EOG091G0JBZ	Complete	003174F	41520	70325	236.8	188
EOG091G0JC7	Complete	014663F	26353	32692	128.8	153
EOG091G0JEC	Complete	000153F	838018	839529	210.4	128
EOG091G0JGU	Complete	007317F	5649	14455	186.7	181
EOG091G0JHN	Fragmented	010655F	11440	15157	104.1	100
EOG091G0JHQ	Complete	000253F	3408	4243	273.4	167
EOG091G0JI0	Fragmented	017851F	10954	13529	124.3	82
EOG091G0JI1	Complete	000028F	22498	51051	205.6	127
EOG091G0JIA	Complete	016871F	1592	23673	94.2	159
EOG091G0JMY	Complete	000003F	870880	877530	198.1	188
EOG091G0JTG	Complete	000328F	393945	401422	153.6	159
EOG091G0JTR	Complete	000190F	608119	615539	97.0	315
EOG091G0JU7	Complete	001065F	191050	211140	277.5	223
EOG091G0JUY	Fragmented	003593F	137283	142019	237.1	132
EOG091G0JWC	Missing
EOG091G0JWK	Complete	018231F	1	18925	74.6	95
EOG091G0JYQ	Fragmented	000587F	354491	355130	100.2	60
EOG091G0JZV	Complete	005161F	79895	93163	144.7	183
EOG091G0K0D	Fragmented	000062F	884582	886610	115.9	101
EOG091G0K0H	Complete	008386F	2107	23425	192.8	140
EOG091G0K1G	Complete	007652F	29450	34920	270.1	190
EOG091G0K1H	Complete	003038F	157049	161393	124.6	114
EOG091G0K1Z	Complete	000309F	47559	87419	156.4	194
EOG091G0K2R	Duplicated	006574F	57458	83441	218.6	169
EOG091G0K2R	Duplicated	017507F	76	5257	245.4	185
EOG091G0K6O	Complete	011256F	5536	19503	165.1	148
EOG091G0K82	Complete	002673F	85704	106417	230.3	237
EOG091G0K92	Missing
EOG091G0K95	Complete	000486F	410436	412599	62.1	224
EOG091G0K98	Complete	000401F	458508	480203	203.9	246
EOG091G0K9M	Complete	000031F	155371	170522	244.3	180
EOG091G0KC3	Complete	000050F	421168	435585	207.5	280
EOG091G0KEQ	Complete	004375F	58605	83760	245.6	177
EOG091G0KGO	Complete	000294F	459137	477945	234.2	182
EOG091G0KGX	Complete	000375F	207141	224304	123.8	210
EOG091G0KHF	Complete	002939F	83981	107035	209.3	173
EOG091G0KJA	Missing
EOG091G0KM6	Complete	000065F	1087061	1108509	167.4	125
EOG091G0KNT	Complete	000223F	641896	663084	123.4	160
EOG091G0KPB	Complete	000032F	981806	990202	152.2	170
EOG091G0KR3	Complete	000210F	165134	187772	252.9	149
EOG091G0KRB	Missing
EOG091G0KRZ	Complete	000130F	367303	369632	297.2	146
EOG091G0KS8	Complete	000036F	625362	635656	259.1	192
EOG091G0KSQ	Complete	014666F	1	13265	295.2	222
EOG091G0KSX	Complete	007769F	38713	57967	131.4	143
EOG091G0KUR	Complete	003399F	8320	31855	232.4	205
EOG091G0KVW	Complete	002468F	15598	35430	199.5	153
EOG091G0L2T	Missing
EOG091G0L3L	Complete	005281F	59918	80219	200.4	150
EOG091G0L4M	Complete	000018F	778133	811800	114.7	150
EOG091G0L4Z	Complete	005761F	19087	42108	96.8	189
EOG091G0L5D	Complete	012938F	116	7111	291.6	163
EOG091G0L5H	Complete	016217F	11276	24063	114.9	104
EOG091G0L5I	Complete	006616F	68899	74162	202.0	129
EOG091G0L5X	Complete	002147F	33117	40398	130.4	137
EOG091G0L5Z	Complete	001429F	214303	227279	266.1	183
EOG091G0L66	Complete	000194F	274384	297408	240.7	165
EOG091G0L84	Complete	000153F	825764	847934	227.5	200
EOG091G0LAR	Complete	001049F	122547	134004	225.2	159
EOG091G0LB8	Complete	000032F	988835	998763	111.9	117
EOG091G0LBN	Complete	000952F	153087	155947	133.8	144
EOG091G0LCK	Duplicated	001979F	128352	135611	59.0	57
EOG091G0LCK	Duplicated	002134F	145199	159770	69.1	64
EOG091G0LCT	Duplicated	006730F	63363	93860	197.2	160
EOG091G0LCT	Duplicated	015278F	1	3538	196.1	150
EOG091G0LFF	Complete	000062F	499088	520507	218.4	153
EOG091G0LIN	Complete	003403F	96377	132159	248.8	175
EOG091G0LKE	Complete	006116F	4291	24237	143.0	131
EOG091G0LMQ	Missing
EOG091G0LMX	Complete	008098F	4766	15179	112.3	177
EOG091G0LMY	Complete	000128F	107420	120689	155.6	184
EOG091G0LO1	Complete	000840F	231245	268730	133.9	139
EOG091G0LP5	Complete	000427F	58323	77579	122.8	132
EOG091G0LPW	Complete	007436F	51486	63970	103.0	120
EOG091G0LRI	Complete	002209F	117795	132776	252.8	174
EOG091G0LS0	Complete	005152F	96549	108336	165.8	199
EOG091G0LT0	Complete	000002F	2995453	3032381	198.1	167
EOG091G0LT1	Complete	004514F	176	11406	150.3	104
EOG091G0LT7	Complete	010721F	15081	20118	195.7	210
EOG091G0LTE	Missing
EOG091G0LVQ	Fragmented	000157F	583833	587537	112.4	98
EOG091G0LZ0	Complete	005859F	51470	53571	116.1	115
EOG091G0M04	Complete	000170F	886330	896318	169.0	143
EOG091G0M09	Missing
EOG091G0M0J	Complete	018828F	11144	19324	185.5	217
EOG091G0M0S	Complete	008213F	17246	30637	93.0	122
EOG091G0M0T	Complete	000091F	219233	224263	300.9	160
EOG091G0M12	Complete	000315F	166230	187115	95.0	79
EOG091G0M22	Complete	000164F	25086	29173	216.9	170
EOG091G0M24	Complete	000246F	381266	394909	121.7	125
EOG091G0M3C	Complete	000771F	171705	192716	102.8	124
EOG091G0M4K	Fragmented	002830F	84443	104139	90.4	65
EOG091G0M4Q	Missing
EOG091G0M8S	Duplicated	002974F	99706	104827	175.7	198
EOG091G0M8S	Duplicated	005616F	15434	37068	196.2	165
EOG091G0MB2	Complete	003833F	3566	28463	223.2	136
EOG091G0MBG	Complete	000244F	56716	69541	231.4	224
EOG091G0MBX	Missing
EOG091G0MCM	Missing
EOG091G0MCZ	Complete	001114F	172374	184739	138.7	178
EOG091G0MDD	Complete	003705F	55717	71938	295.2	190
EOG091G0MDG	Duplicated	013125F	4588	30477	126.9	121
EOG091G0MDG	Duplicated	014367F	22367	32557	134.5	136
EOG091G0MDT	Complete	010428F	11826	18653	244.1	173
EOG091G0MF6	Missing
EOG091G0MG7	Complete	002245F	123403	133072	83.5	87
EOG091G0MHM	Complete	000786F	191767	197327	106.2	113
EOG091G0MI7	Complete	002634F	30747	38159	133.1	128
EOG091G0MJA	Complete	000140F	977409	997741	158.8	164
EOG091G0MKY	Complete	014944F	5007	26614	292.2	168
EOG091G0MLD	Complete	000226F	219085	232101	105.3	142
EOG091G0MLX	Complete	000032F	1360063	1374399	214.3	146
EOG091G0MMY	Complete	010003F	38840	48592	117.8	158
EOG091G0MP6	Complete	003865F	49769	71813	155.7	136
EOG091G0MRS	Missing
EOG091G0MS7	Complete	013830F	42	22986	99.1	152
EOG091G0MSB	Complete	011011F	21076	47785	101.0	244
EOG091G0MSR	Complete	000220F	571965	577219	152.3	116
EOG091G0MUD	Complete	000134F	855717	883146	237.8	162
EOG091G0MVL	Complete	000791F	61606	138075	182.2	150
EOG091G0MVR	Missing
EOG091G0MY0	Complete	001065F	55815	72770	228.1	173
EOG091G0MY8	Duplicated	004441F	84085	91400	76.4	138
EOG091G0MY8	Duplicated	005647F	36151	46110	70.6	147
EOG091G0MZC	Duplicated	008381F	28233	54989	143.1	147
EOG091G0MZC	Duplicated	009910F	35031	59172	154.3	140
EOG091G0N0A	Complete	005050F	49671	78725	170.8	136
EOG091G0N0R	Complete	003015F	123419	128432	316.8	210
EOG091G0N0U	Complete	001064F	39255	59486	179.9	177
EOG091G0N2F	Complete	009000F	12473	24558	121.9	117
EOG091G0N9D	Complete	000470F	255679	277244	240.4	154
EOG091G0N9Z	Complete	001929F	116752	124582	156.4	144
EOG091G0NH9	Complete	003444F	68117	88854	177.2	164
EOG091G0NIU	Complete	000175F	593424	595079	168.0	102
EOG091G0NIY	Complete	000170F	642906	660616	229.4	153
EOG091G0NK3	Missing
EOG091G0NKD	Missing
EOG091G0NM1	Missing
EOG091G0NMJ	Complete	005657F	96560	103884	254.5	174
EOG091G0NNO	Complete	005826F	102473	106029	309.9	206
EOG091G0NOA	Complete	000009F	1475353	1498857	189.2	228
EOG091G0NP6	Complete	011615F	7809	30325	98.4	122
EOG091G0NP7	Complete	000695F	118331	142473	142.3	166
EOG091G0NQW	Complete	003872F	71121	78258	444.8	261
EOG091G0NRN	Complete	000372F	71048	74753	231.6	173
EOG091G0NTO	Complete	000315F	174722	182911	189.6	118
EOG091G0NTZ	Complete	000002F	1566362	1582998	149.9	168
EOG091G0NVA	Complete	000212F	665254	685064	145.3	153
EOG091G0O40	Complete	000787F	279825	280457	86.7	132
EOG091G0O4W	Complete	014011F	6144	9934	96.8	110
EOG091G0O5A	Complete	006338F	24320	36970	109.5	111
EOG091G0O6E	Complete	002376F	145517	176629	182.8	208
EOG091G0O7O	Missing
EOG091G0O97	Complete	000977F	63548	106512	315.0	407
EOG091G0O9D	Complete	000431F	1500	3331	131.0	113
EOG091G0OFC	Complete	000006F	2324090	2335871	146.7	161
EOG091G0OHF	Complete	002237F	100556	112910	749.9	475
EOG091G0OI8	Missing
EOG091G0OM4	Complete	000865F	247831	264680	97.9	142
EOG091G0ONT	Complete	000152F	735461	761165	241.6	182
EOG091G0OPI	Complete	001587F	71735	83650	169.4	147
EOG091G0OTI	Complete	018212F	918	10945	168.1	197
EOG091G0OUM	Complete	006972F	7358	23210	176.6	140
EOG091G0OWC	Complete	000229F	270786	290151	127.3	145
EOG091G0OWI	Complete	002049F	72051	98269	187.4	126
EOG091G0OY0	Duplicated	002407F	133569	139007	171.1	148
EOG091G0OY0	Duplicated	010519F	18443	20695	156.0	147
EOG091G0P4K	Complete	000000F	2665433	2703597	252.3	343
EOG091G0P5H	Complete	000628F	86643	107598	147.0	144
EOG091G0P5N	Complete	019226F	2964	11777	131.2	129
EOG091G0P9B	Complete	000226F	533469	543931	145.4	130
EOG091G0PAG	Duplicated	013038F	16345	23335	238.3	136
EOG091G0PAG	Duplicated	013741F	14805	26886	241.0	129
EOG091G0PD3	Missing
EOG091G0PEI	Fragmented	014474F	1	6152	175.9	94
EOG091G0PGM	Duplicated	000532F	288664	298870	148.9	119
EOG091G0PGM	Duplicated	003185F	1911	5907	128.3	108
EOG091G0PHL	Complete	002506F	58594	75062	248.5	153
EOG091G0PIU	Complete	003847F	105306	136219	155.5	157
EOG091G0PL0	Complete	007196F	46312	57342	304.5	267
EOG091G0PNO	Complete	002421F	167313	174579	173.2	146
EOG091G0PNP	Complete	000791F	280520	312125	217.9	173
EOG091G0PUZ	Complete	005510F	89484	101057	220.7	158
EOG091G0PVT	Complete	002802F	150785	155683	119.7	115
EOG091G0PXB	Complete	004646F	81995	88143	291.3	185
EOG091G0Q02	Complete	004206F	20887	32119	199.8	158
EOG091G0Q05	Complete	001713F	163955	166509	103.3	178
EOG091G0Q1X	Complete	009520F	43955	65297	116.3	95
EOG091G0Q27	Complete	001820F	35311	50852	210.7	202
EOG091G0Q58	Complete	000137F	298782	319816	220.2	176
EOG091G0Q7M	Complete	003295F	70302	75522	161.0	143
EOG091G0QBN	Missing
EOG091G0QCX	Missing
EOG091G0QE1	Fragmented	002875F	97165	116218	83.2	89
EOG091G0QEQ	Fragmented	000375F	440153	443474	77.8	95
EOG091G0QGZ	Complete	003692F	15469	20131	230.2	124
EOG091G0QIP	Complete	000171F	477702	496210	156.5	132
EOG091G0QJA	Missing
EOG091G0QKK	Complete	014023F	278	19129	126.6	148
EOG091G0QNR	Missing
EOG091G0QNW	Complete	000294F	479287	482003	95.4	94
EOG091G0QPG	Duplicated	006405F	10636	25114	233.3	126
EOG091G0QPG	Duplicated	016120F	1261	14365	206.7	151
EOG091G0QRW	Duplicated	005417F	10876	15247	251.2	131
EOG091G0QRW	Duplicated	009963F	9176	15996	251.2	131
EOG091G0QS4	Complete	002738F	158351	167371	172.9	136
EOG091G0QS6	Duplicated	002422F	37415	44348	99.0	91
EOG091G0QS6	Duplicated	003741F	14278	16835	98.6	91
EOG091G0QUH	Complete	000297F	108073	131573	132.4	124
EOG091G0QW9	Complete	001099F	219710	236893	147.0	130
EOG091G0QZ2	Complete	000952F	16417	24930	155.9	100
EOG091G0R04	Complete	005768F	90532	106689	232.0	146
EOG091G0R0A	Complete	000066F	1195672	1199821	213.5	156
EOG091G0R21	Complete	002643F	104599	115158	153.6	117
EOG091G0R3S	Missing
EOG091G0R6Z	Complete	005308F	25097	36493	205.1	132
EOG091G0R9X	Complete	011468F	305	4864	153.1	126
EOG091G0RA2	Complete	002157F	50238	57149	161.7	114
EOG091G0RCI	Missing
EOG091G0RHX	Complete	011435F	6986	10434	108.3	87
EOG091G0RI9	Complete	006965F	36471	55231	144.6	131
EOG091G0RKU	Missing
EOG091G0RM8	Complete	015907F	5886	10799	146.5	122
EOG091G0RPE	Missing
EOG091G0RR3	Complete	011237F	2629	22327	152.4	153
EOG091G0RRA	Missing
EOG091G0RRE	Complete	000062F	1164008	1172990	140.6	110
EOG091G0RRN	Complete	001797F	7908	12685	134.0	113
EOG091G0RRT	Missing
EOG091G0RT1	Complete	000333F	255696	274649	345.1	200
EOG091G0RTI	Duplicated	001984F	59443	79489	125.4	146
EOG091G0RTI	Duplicated	007582F	54177	67290	117.3	138
EOG091G0RTZ	Duplicated	001651F	141084	151828	181.7	84
EOG091G0RTZ	Duplicated	014598F	2225	8688	181.6	84
EOG091G0RVD	Fragmented	000211F	679585	699110	132.4	88
EOG091G0RWI	Missing
EOG091G0RWW	Duplicated	008778F	1306	5409	116.8	111
EOG091G0RWW	Duplicated	013514F	12588	15315	105.8	102
EOG091G0S0I	Missing
EOG091G0S2R	Missing
EOG091G0S5L	Fragmented	000853F	171961	172518	41.8	96
EOG091G0S8Y	Complete	001118F	161473	198346	132.5	122
EOG091G0SAU	Missing
EOG091G0SB2	Complete	000206F	337051	351805	224.4	150
EOG091G0SBR	Missing
EOG091G0SCV	Complete	000224F	321329	334472	78.9	75
EOG091G0SGH	Complete	003962F	119124	130729	139.3	126
EOG091G0SGT	Complete	010757F	159	5053	101.9	91
EOG091G0SM9	Complete	002109F	61422	63294	147.3	135
EOG091G0SNM	Complete	002839F	1314	4963	213.8	139
EOG091G0SOZ	Complete	000006F	304586	347140	501.3	501
EOG091G0SQV	Complete	000155F	843228	845254	155.0	114
EOG091G0SRJ	Complete	008723F	27585	41960	187.3	138
EOG091G0SRZ	Complete	005769F	53732	64554	180.4	128
EOG091G0SU6	Complete	003853F	124649	130849	183.5	193
EOG091G0SV1	Complete	012092F	6272	9405	197.3	126
EOG091G0T3D	Missing
EOG091G0T3X	Missing
EOG091G0T5O	Complete	000023F	1928160	1932564	187.9	185
EOG091G0T79	Complete	000330F	479238	498719	99.2	138
EOG091G0TA6	Complete	000683F	254326	256531	106.7	141
EOG091G0TAC	Missing
EOG091G0TAU	Complete	001877F	52336	58654	337.5	379
EOG091G0TCJ	Complete	000970F	96063	116772	193.5	137
EOG091G0TKH	Complete	012538F	12953	36612	74.9	96
EOG091G0TM2	Complete	013873F	1	14535	87.9	73
EOG091G0TN4	Missing
EOG091G0TNU	Complete	007574F	51691	70575	128.8	84
EOG091G0TQF	Complete	000058F	1396406	1399222	214.9	125
EOG091G0TRW	Complete	012346F	5388	29191	152.3	100
EOG091G0TSE	Complete	001593F	120396	138980	168.0	106
EOG091G0TVG	Missing
EOG091G0TWR	Complete	002944F	74845	113043	95.9	80
EOG091G0TZ2	Complete	000414F	27442	33270	119.6	112
EOG091G0TZU	Complete	010692F	14119	21503	98.9	107
EOG091G0TZX	Fragmented	010879F	1	3638	126.2	65
EOG091G0U2U	Complete	004898F	100896	118032	132.3	118
EOG091G0U3W	Complete	010609F	35549	43683	166.1	144
EOG091G0U4B	Fragmented	002555F	142121	144176	57.2	108
EOG091G0U75	Complete	009901F	53111	60219	316.3	203
EOG091G0UB5	Complete	002236F	59768	70147	195.4	111
EOG091G0UE6	Complete	003719F	103909	111376	119.7	121
EOG091G0UKA	Complete	000001F	3105332	3110479	211.3	122
EOG091G0UKP	Complete	000303F	60137	65562	207.1	128
EOG091G0ULR	Complete	001531F	145955	156948	139.5	131
EOG091G0UOM	Complete	007407F	14761	19929	107.7	112
EOG091G0UQ0	Complete	002970F	145203	157811	87.4	64
EOG091G0UQZ	Complete	011513F	39831	41647	203.3	123
EOG091G0UTL	Missing
EOG091G0UUT	Complete	000065F	1033242	1038315	147.2	158
EOG091G0UXY	Fragmented	000101F	975147	994349	84.0	107
EOG091G0UYL	Complete	004279F	106874	111785	203.9	143
EOG091G0UZ0	Complete	002673F	103482	111106	92.7	87
EOG091G0V3C	Complete	005644F	24979	39818	146.2	114
EOG091G0VGJ	Complete	005642F	57871	62366	182.7	97
EOG091G0VIF	Complete	001767F	147660	167763	160.0	125
EOG091G0VMU	Complete	000137F	201640	206752	171.2	197
EOG091G0VNB	Complete	016398F	14801	15925	195.2	95
EOG091G0VQK	Complete	005637F	68827	81347	145.8	371
EOG091G0VSN	Complete	000600F	168836	175009	148.4	109
EOG091G0VSZ	Complete	006661F	9622	14976	102.2	93
EOG091G0VTN	Complete	000269F	489325	499828	140.8	114
EOG091G0VVZ	Missing
EOG091G0VWO	Fragmented	005204F	9390	11311	71.5	68
EOG091G0VZF	Complete	017438F	5272	16185	129.7	80
EOG091G0W0U	Complete	000018F	795014	816835	84.5	70
EOG091G0W1S	Fragmented	005240F	43652	46256	137.7	90
EOG091G0W26	Complete	008098F	26141	30950	186.1	96
EOG091G0W2D	Complete	001354F	160549	163527	135.9	92
EOG091G0W5M	Complete	000045F	873727	892416	148.0	179
EOG091G0W6G	Complete	004102F	14363	18415	165.2	90
EOG091G0W86	Missing
EOG091G0W8V	Complete	009656F	192	16325	166.3	78
EOG091G0W96	Complete	002236F	133200	139871	161.1	85
EOG091G0WAL	Duplicated	003596F	104399	145507	258.2	160
EOG091G0WAL	Duplicated	003854F	59417	76813	242.5	160
EOG091G0WCB	Duplicated	001048F	116555	126529	107.8	144
EOG091G0WCB	Duplicated	006475F	83738	90188	115.3	132
EOG091G0WLL	Complete	014239F	30060	36389	88.1	110
EOG091G0WPV	Missing
EOG091G0WT4	Complete	006010F	70995	72577	80.3	83
EOG091G0WUF	Complete	005333F	11896	20450	83.4	57
EOG091G0WZ0	Complete	001973F	113066	141237	125.1	225
EOG091G0X1V	Complete	006960F	13761	30512	90.8	109
EOG091G0X1Z	Complete	000031F	1122675	1128299	78.9	76
EOG091G0X3B	Complete	004102F	14363	18415	127.1	93
EOG091G0X8F	Complete	000062F	380908	401452	86.9	107
EOG091G0XHF	Missing
EOG091G0XKP	Missing
EOG091G0XN1	Fragmented	003334F	29764	44554	76.6	57
EOG091G0XQ3	Complete	001767F	138852	144076	108.7	171
EOG091G0XRQ	Complete	000074F	1223240	1227777	122.7	141
EOG091G0XVD	Complete	004607F	55052	60729	143.4	93
EOG091G0XXE	Duplicated	002408F	36266	46052	157.3	157
EOG091G0XXE	Duplicated	003275F	18843	24935	162.6	182
EOG091G0XXM	Complete	004422F	79314	96784	110.2	82
EOG091G0XYP	Complete	000437F	7831	13105	132.5	102
EOG091G0XZC	Complete	000542F	281397	314745	153.1	144
EOG091G0Y05	Complete	000335F	471270	473598	70.3	84
EOG091G0Y09	Complete	007408F	41906	54102	188.8	118
EOG091G0Y35	Complete	000708F	301801	309901	143.3	90
EOG091G0Y6M	Complete	000283F	387921	393591	94.1	86
EOG091G0Y96	Complete	001016F	172961	180407	56.4	59
EOG091G0YBP	Missing
EOG091G0YCT	Complete	000520F	132627	134999	143.7	86
EOG091G0YHX	Fragmented	006280F	97165	97808	62.1	43
EOG091G0YK9	Fragmented	001995F	90135	93620	39.5	39
EOG091G0YP6	Complete	000044F	1270016	1276464	145.7	91
EOG091G0YU6	Complete	005240F	55415	78972	111.2	85
EOG091G0YUO	Complete	000406F	394579	405769	89.6	105
EOG091G0YVI	Complete	013524F	26	17467	168.8	116
EOG091G0YY3	Complete	000247F	638887	650420	95.1	118
EOG091G0YYA	Complete	003521F	105035	126601	131.5	124
